season,Gameseq,SU_Win,ATS_Win,HomeAway,TeamScore,Off_Pass,Off_Run,Sacky,Def_Pass,Def_Run,Int_Rt,Def_Int_Rt,Fuml_Rt,Pen_Rt,Yrd_Winner,Fuml,Int,otherpoints
2018,201801,1,0,1,18,2.864864865,4.185185185,13,4.234042553,4.111111111,0.027027027,0.021276596,0.03125,0.171875,0,1,1,4
2018,201801,1,0,1,47,6.1,3.441176471,8,1.076923077,3.772727273,0,0.051282051,0.054054054,0.121621621,1,1,0,5
2018,201801,0,1,1,23,5.290909091,3.409090909,14,7.166666667,5.05,0.018181818,0.033333333,0.012987012,0.09090909,1,1,1,9
2018,201801,1,0,1,27,6.268292683,3.935483871,10,3.783783784,4.911764706,0.024390243,0.027027027,0.041666666,0.083333333,1,2,1,6
2018,201801,0,1,1,15,5.025641026,4.956521739,14,4.705882353,4.892857143,0.025641025,0.029411765,0.016129032,0.096774193,1,1,1,8
2018,201801,0,1,1,21,2.191489362,4.657894737,47,6.466666667,4.542857143,0.021276595,0.066666667,0.011764705,0.129411764,0,0,1,0
2018,201801,1,0,1,24,5.384615385,3.625,17,5.916666667,3.6,0,0.083333333,0.014084507,0.098591549,1,1,0,10
2018,201801,1,1,1,24,6.365853659,3.833333333,40,3.564102564,5.148148148,0.024390243,0,0.033898305,0.13559322,1,1,1,3
2018,201801,0,1,1,40,9.239130435,3.307692308,7,14.89285714,3.294117647,0,0,0.033898305,0.13559322,0,2,0,5
2018,201801,1,0,1,27,7.379310345,4.137931034,8,5.789473684,4,0.068965517,0.078947368,0,0.120689655,0,0,2,13
2018,201801,0,1,1,28,7.923076923,5.590909091,6,9.142857143,3.925925926,0.019230769,0,0.027027027,0.094594594,1,1,1,7
2018,201801,1,0,1,16,4.517241379,4.59375,15,3.028571429,4.272727273,0,0,0.032786885,0.147540983,1,1,0,2
2018,201801,1,0,1,27,7.975,4.5625,5,4.769230769,4,0.075,0.051282051,0,0.097222222,1,0,3,6
2018,201801,0,1,1,6,3.805555556,4.533333333,8,7.242424242,4.333333333,0.027777777,0,0.019607843,0.176470588,0,1,1,-1
2018,201801,0,1,1,17,5.769230769,2.6,0,7.043478261,4.694444444,0.096153846,0.043478261,0,0.044776119,1,0,5,10
2018,201801,0,1,1,13,7.243902439,4.130434783,3,6.382352941,5.384615385,0.073170731,0,0,0.171875,1,0,3,6
2018,201801,0,1,0,12,4.234042553,4.111111111,26,2.864864865,4.185185185,0.021276595,0.027027027,0.015384615,0.23076923,1,0,1,5
2018,201801,0,1,0,3,1.076923077,3.772727273,28,6.1,3.441176471,0.051282051,0,0.016393442,0.163934426,0,0,2,3
2018,201801,1,0,0,34,7.166666667,5.05,14,5.290909091,3.409090909,0.033333333,0.018181818,0.04,0.16,0,1,1,13
2018,201801,0,1,0,20,3.783783784,4.911764706,18,6.268292683,3.935483871,0.027027027,0.024390244,0.014084507,0.084507042,0,1,1,6
2018,201801,1,0,0,20,4.705882353,4.892857143,8,5.025641026,4.956521739,0.029411764,0.025641026,0,0.177419354,0,0,1,13
2018,201801,1,0,0,21,6.466666667,4.542857143,22,2.191489362,4.657894737,0.066666666,0.021276596,0.0375,0.15,1,3,3,0
2018,201801,0,1,0,16,5.916666667,3.6,24,5.384615385,3.625,0.083333333,0,0.032786885,0.049180327,0,1,3,9
2018,201801,0,0,0,23,3.564102564,5.148148148,16,6.365853659,3.833333333,0,0.024390244,0.03030303,0.075757575,0,1,0,16
2018,201801,1,0,0,48,14.89285714,3.294117647,0,9.239130435,3.307692308,0,0,0.016129032,0.112903225,1,0,0,13
2018,201801,0,0,0,20,5.789473684,4,0,7.379310345,4.137931034,0.078947368,0.068965517,0,0.074626865,1,0,3,13
2018,201801,1,0,0,38,9.142857143,3.925925926,0,7.923076923,5.590909091,0,0.019230769,0,0.109090909,0,0,0,10
2018,201801,0,1,0,8,3.028571429,4.272727273,32,4.517241379,4.59375,0,0,0.017543859,0.175438596,0,1,0,1
2018,201801,0,1,0,24,4.769230769,4,56,7.975,4.5625,0.051282051,0.075,0.054545454,0.127272727,0,1,2,3
2018,201801,1,0,0,24,7.242424242,4.333333333,8,3.805555556,4.533333333,0,0.027777778,0.04,0.12,1,1,0,3
2018,201801,1,0,0,48,7.043478261,4.694444444,18,5.769230769,2.6,0.04347826,0.096153846,0.016949152,0.118644067,0,1,1,20
2018,201801,1,0,0,33,6.382352941,5.384615385,8,7.243902439,4.130434783,0,0.073170732,0.016666666,0.133333333,0,0,0,19
2018,201802,1,0,1,34,6.30952381,3.857142857,0,5.796610169,3,0,0.033898305,0.014285714,0.128571428,0,0,0,6
2018,201802,1,0,1,31,9.714285714,5.3125,0,6.404255319,6.722222222,0.035714285,0.021276596,0.05,0.033333333,1,0,1,3
2018,201802,1,1,1,21,4.815789474,2.695652174,30,6.727272727,3.444444444,0,0.03030303,0.032786885,0.06557377,0,2,0,7
2018,201802,1,0,1,20,7.608695652,2.941176471,8,7.444444444,5.692307692,0,0.027777778,0.017543859,0.140350877,0,0,0,6
2018,201802,0,1,1,9,5.020408163,2.954545455,23,5.46875,3.714285714,0,0.0625,0.028169014,0.098591549,1,1,0,9
2018,201802,0,1,1,37,7.081967213,2.538461538,10,10.96551724,5.08,0,0,0.013513513,0.162162162,1,0,0,2
2018,201802,0,1,1,20,4.552631579,3.818181818,36,7.724137931,4.192307692,0.052631578,0,0.033333333,0.1,0,0,2,6
2018,201802,1,0,1,31,8.377777778,4.333333333,0,5.567567568,3.416666667,0.022222222,0,0.028985507,0.101449275,1,1,1,3
2018,201802,1,0,1,20,6.4,5.52,0,3.22,2.058823529,0,0,0.02,0.12,1,0,0,6
2018,201802,0,1,1,12,6.954545455,2.210526316,14,2.814814815,4.35483871,0.045454545,0,0.063492063,0.111111111,1,1,2,5
2018,201802,0,0,1,29,4.891304348,4.083333333,28,7.98,3.777777778,0,0.02,0.028571428,0.1,0,0,0,22
2018,201802,1,0,1,27,10.97142857,1.869565217,9,6.039215686,3.791666667,0.028571428,0,0.017241379,0.068965517,1,1,1,-1
2018,201802,1,0,1,34,9.705882353,2.727272727,12,2.714285714,3.6,0.029411764,0.035714286,0,0.074626865,1,0,1,6
2018,201802,1,1,1,30,3.3125,6.785714286,50,5.654545455,5.444444444,0,0,0.016666666,0.15,0,0,0,9
2018,201802,1,1,1,20,5.888888889,6,5,8.303030303,3.407407407,0.027777777,0,0,0.09375,1,0,1,6
2018,201802,1,0,1,24,4.722222222,3.185185185,15,4.238095238,3.363636364,0.055555555,0.023809524,0,0.111111111,1,0,2,10
2018,201802,1,0,0,21,5.46875,3.714285714,2,5.020408163,2.954545455,0.0625,0,0,0.1,0,0,2,0
2018,201802,1,0,0,42,10.96551724,5.08,4,7.081967213,2.538461538,0,0,0.055555555,0.222222222,0,1,0,0
2018,201802,1,0,0,31,7.724137931,4.192307692,16,4.552631579,3.818181818,0,0.052631579,0.036363636,0.109090909,1,0,0,3
2018,201802,0,1,0,20,5.567567568,3.416666667,14,8.377777778,4.333333333,0,0.022222222,0.016393442,0.032786885,0,1,0,6
2018,201802,0,1,0,13,3.22,2.058823529,59,6.4,5.52,0,0,0.014925373,0.044776119,0,1,0,6
2018,201802,1,0,0,20,2.814814815,4.35483871,46,6.954545455,2.210526316,0,0.045454545,0.051724137,0.034482758,0,2,0,-1
2018,201802,1,0,0,29,7.98,3.777777778,13,4.891304348,4.083333333,0.02,0,0,0.117647058,1,0,1,1
2018,201802,0,1,0,21,6.039215686,3.791666667,13,10.97142857,1.869565217,0,0.028571429,0.026666666,0.08,0,2,0,0
2018,201802,0,1,0,0,2.714285714,3.6,7,9.705882353,2.727272727,0.035714285,0.029411765,0,0.209302325,0,0,1,0
2018,201802,0,0,0,27,5.654545455,5.444444444,18,3.3125,6.785714286,0,0,0.01369863,0.136986301,1,1,0,6
2018,201802,0,0,0,19,8.303030303,3.407407407,7,5.888888889,6,0,0.027777778,0,0.066666666,0,0,0,5
2018,201802,0,1,0,17,4.238095238,3.363636364,24,4.722222222,3.185185185,0.023809523,0.055555556,0.046875,0.078125,0,1,1,3
2018,201802,0,0,0,23,5.796610169,3,17,6.30952381,3.857142857,0.033898305,0,0.024691358,0.086419753,1,1,2,2
2018,201802,0,1,0,24,6.404255319,6.722222222,17,9.714285714,5.3125,0.021276595,0.035714286,0,0.107692307,0,0,1,3
2018,201802,0,0,0,18,6.727272727,3.444444444,12,4.815789474,2.695652174,0.03030303,0,0.05,0.066666666,1,0,1,4
2018,201802,0,1,0,17,7.444444444,5.692307692,21,7.608695652,2.941176471,0.027777777,0,0.032258064,0.177419354,1,0,1,3
2018,201803,0,1,0,17,4.636363636,3.566666667,8,3.902439024,4.03030303,0.06060606,0,0.015873015,0.095238095,0,1,2,3
2018,201803,1,0,0,27,5.28,3.368421053,32,4.406779661,2.333333333,0,0.016949153,0.047619047,0.19047619,0,0,0,6
2018,201803,0,1,0,21,6.416666667,5.076923077,22,5.76,5.609756098,0.083333333,0,0,0.06557377,1,0,4,0
2018,201803,0,1,0,14,4.162162162,5,19,6.023809524,2.75,0.027027027,0,0.016393442,0.213114754,0,0,1,0
2018,201803,0,1,0,17,4.387755102,5.882352941,25,11,4.742857143,0,0.05,0.03030303,0.166666666,0,1,0,3
2018,201803,0,0,0,16,2.744186047,5.230769231,23,4.738095238,4.342857143,0,0.023809524,0,0.196428571,0,0,0,9
2018,201803,1,0,0,43,7.72,5.296296296,5,9.052631579,2.181818182,0,0,0.012987012,0.142857142,1,0,0,8
2018,201803,0,1,0,13,2.717948718,8.736842105,31,6.142857143,2.897435897,0.051282051,0,0.017241379,0.120689655,0,1,2,6
2018,201803,0,1,0,10,3.821428571,4.684210526,13,6.702702703,4.818181818,0.035714285,0.027027027,0,0.106382978,0,0,1,3
2018,201803,1,0,0,27,7.060606061,4.222222222,32,8.162790698,3.105263158,0,0.023255814,0.033333333,0.05,0,0,0,6
2018,201803,0,1,0,20,7.261904762,3.40625,20,12.92,2.928571429,0.047619047,0,0.013513513,0.108108108,1,0,2,6
2018,201803,0,1,0,27,6.029411765,6.137931034,23,7.5,2.75,0,0,0.047619047,0.222222222,1,0,0,6
2018,201803,1,0,0,9,2.416666667,4.285714286,25,3.648648649,4.578947368,0,0,0,0.06779661,0,0,0,9
2018,201803,0,1,0,23,6.375,7.05,11,9.351351351,4.885714286,0,0.027027027,0.038461538,0.076923076,0,2,0,2
2018,201803,1,0,1,21,3.902439024,4.03030303,30,4.636363636,3.566666667,0,0.060606061,0.027027027,0.067567567,1,0,0,7
2018,201803,0,1,1,6,4.406779661,2.333333333,18,5.28,3.368421053,0.016949152,0,0.061538461,0.092307692,1,2,1,-1
2018,201803,1,0,1,31,5.76,5.609756098,3,6.416666667,5.076923077,0,0.083333333,0.015151515,0.045454545,1,0,0,3
2018,201803,1,0,1,27,6.023809524,2.75,12,4.162162162,5,0,0.027027027,0.014285714,0.1,1,0,0,6
2018,201803,1,0,1,31,11,4.742857143,0,4.387755102,5.882352941,0.05,0,0,0.109090909,1,0,1,3
2018,201803,1,1,1,20,4.738095238,4.342857143,28,2.744186047,5.230769231,0.023809523,0,0.051948051,0.129870129,1,1,1,6
2018,201803,1,0,0,16,4.421052632,3.935483871,26,4.766666667,2.944444444,0.026315789,0.1,0.014492753,0.101449275,1,1,1,9
2018,201803,0,1,1,37,9.052631579,2.181818182,15,7.72,5.296296296,0,0,0,0.083333333,0,0,0,2
2018,201803,1,0,1,24,6.142857143,2.897435897,10,2.717948718,8.736842105,0,0.051282051,0.014925373,0.149253731,1,0,0,3
2018,201803,1,0,1,26,6.702702703,4.818181818,7,3.821428571,4.684210526,0.027027027,0.035714286,0.014285714,0.085714285,1,0,1,12
2018,201803,0,1,1,22,8.162790698,3.105263158,17,7.060606061,4.222222222,0.023255813,0,0.016129032,0.112903225,1,1,1,8
2018,201803,1,0,1,28,12.92,2.928571429,9,7.261904762,3.40625,0,0.047619048,0,0.23076923,0,0,0,0
2018,201803,1,0,1,38,7.5,2.75,7,6.029411765,6.137931034,0,0,0.029411764,0.088235294,0,0,0,3
2018,201803,0,1,1,6,3.648648649,4.578947368,10,2.416666667,4.285714286,0,0,0.035714285,0.142857142,1,1,0,6
2018,201803,1,0,1,35,9.351351351,4.885714286,4,6.375,7.05,0.027027027,0,0.013888888,0.083333333,1,1,1,7
2018,201803,0,1,1,14,4.766666667,2.944444444,25,4.421052632,3.935483871,0.1,0.026315789,0.041666666,0.125,0,1,3,0
2018,201803,0,1,1,27,7.037735849,3.9375,19,7.731707317,3.545454545,0.056603773,0.024390244,0.014492753,0.130434782,1,1,3,6
2018,201803,1,0,0,30,7.731707317,3.545454545,18,7.037735849,3.9375,0.024390243,0.056603774,0.015873015,0.206349206,0,0,1,9
2018,201804,1,0,1,38,12.77142857,5,9,6.703703704,3.176470588,0,0,0.018181818,0.036363636,1,0,0,3
2018,201804,1,0,1,22,6.333333333,4.40625,16,0.575,3.625,0.023809523,0.05,0.04054054,0.067567567,1,1,1,8
2018,201804,0,1,1,36,9.214285714,3.833333333,16,6.340909091,4.304347826,0,0.022727273,0,0.151515151,1,0,0,8
2018,201804,1,1,1,26,6.9,5.228571429,24,8.03030303,4.8,0,0,0.03076923,0.03076923,1,0,0,12
2018,201804,0,1,1,34,6.212121212,2.411764706,27,6.510204082,3.4,0,0.020408163,0.036144578,0.120481927,1,2,0,6
2018,201804,1,0,1,38,7.828571429,4.375,0,3.592592593,3.111111111,0.057142857,0.037037037,0,0.08,1,0,2,3
2018,201804,1,0,1,31,9.15,3.705882353,11,3.27027027,2.428571429,0.025,0,0.054054054,0.121621621,1,2,1,10
2018,201804,0,1,1,14,5.333333333,1.727272727,9,7.886363636,3.2,0.020833333,0,0.016949152,0.084745762,0,1,1,7
2018,201804,1,1,1,26,6.739130435,3.181818182,17,5.222222222,5.318181818,0.02173913,0,0.014705882,0.058823529,0,0,1,5
2018,201804,1,0,1,48,12.37037037,4.483870968,10,5.5,3.333333333,0,0.071428571,0,0.068965517,1,0,0,6
2018,201804,1,0,1,45,6.803278689,4.793103448,11,6.11627907,6.709677419,0.032786885,0.046511628,0,0.066666666,1,0,2,17
2018,201804,0,1,1,17,5.785714286,3.285714286,9,5.285714286,5.029411765,0,0,0.035714285,0.089285714,0,1,0,3
2018,201804,0,1,1,18,4.840909091,4.333333333,21,6.028571429,5.3125,0,0,0.033898305,0.101694915,0,2,0,4
2018,201804,1,1,1,29,5.85,4.666666667,8,7.315789474,3.619047619,0.025,0.052631579,0.014925373,0.074626865,1,0,1,8
2018,201804,0,1,1,23,5.594594595,7.227272727,19,6.608695652,5.461538462,0.027027027,0,0,0.050847457,0,0,1,9
2018,201804,0,1,0,31,6.703703704,3.176470588,30,12.77142857,5,0,0,0.014084507,0.056338028,0,1,0,10
2018,201804,0,1,0,0,0.575,3.625,64,6.333333333,4.40625,0.05,0.023809524,0.017857142,0.053571428,0,1,2,0
2018,201804,1,0,0,37,6.340909091,4.304347826,29,9.214285714,3.833333333,0.022727272,0,0,0.089552238,0,0,1,2
2018,201804,0,0,0,24,8.03030303,4.8,21,6.9,5.228571429,0,0,0,0.150943396,0,0,0,3
2018,201804,1,0,0,37,6.510204082,3.4,28,6.212121212,2.411764706,0.020408163,0,0,0.119047619,0,0,1,16
2018,201804,0,1,0,7,3.592592593,3.111111111,19,7.828571429,4.375,0.037037037,0.057142857,0.022222222,0.222222222,0,1,1,0
2018,201804,0,1,0,12,3.27027027,2.428571429,23,9.15,3.705882353,0,0.025,0,0.117647058,0,0,0,5
2018,201804,1,0,0,26,7.886363636,3.2,8,5.333333333,1.727272727,0,0.020833333,0.013513513,0.094594594,1,1,0,12
2018,201804,0,0,0,23,5.222222222,5.318181818,33,6.739130435,3.181818182,0,0.02173913,0.039473684,0.105263157,1,1,0,9
2018,201804,0,1,0,10,5.5,3.333333333,20,12.37037037,4.483870968,0.071428571,0,0.016666666,0.183333333,0,0,3,3
2018,201804,0,1,0,42,6.11627907,6.709677419,16,6.803278689,4.793103448,0.046511627,0.032786885,0.04054054,0.108108108,0,2,2,7
2018,201804,1,0,0,20,5.285714286,5.029411765,12,5.785714286,3.285714286,0,0,0.048387096,0.129032258,1,0,0,6
2018,201804,1,0,0,33,6.028571429,5.3125,8,4.840909091,4.333333333,0,0,0.014925373,0.074626865,1,0,0,12
2018,201804,0,0,0,27,7.315789474,3.619047619,10,5.85,4.666666667,0.052631578,0.025,0.033898305,0.06779661,0,0,2,13
2018,201804,1,0,0,27,6.608695652,5.461538462,0,5.594594595,7.227272727,0,0.027027027,0.013888888,0.138888888,1,0,0,6
2018,201805,0,1,0,24,5.75,4,10,7.75,4.217391304,0.033333333,0.045454545,0.012345679,0.049382716,0,1,2,3
2018,201805,0,1,0,17,4.294117647,3.263157895,43,8.620689655,4.517241379,0,0.034482759,0.014285714,0.1,0,1,0,3
2018,201805,0,1,0,9,4.915254237,4.64,4,5.541666667,4,0.016949152,0.020833333,0.023809523,0.047619047,1,1,1,9
2018,201805,0,1,0,16,5.654545455,5.411764706,33,7.826086957,8.5,0.018181818,0.043478261,0.027777777,0.083333333,0,0,1,2
2018,201805,0,1,0,23,7.214285714,4.9,19,5.413793103,3.357142857,0,0,0.039473684,0.157894736,1,3,0,2
2018,201805,0,1,0,14,5.636363636,5.941176471,29,7.256410256,4.2,0.06060606,0.051282051,0.012048192,0.060240963,1,1,4,0
2018,201805,0,1,0,17,4.026315789,5.818181818,16,6.5625,3.961538462,0.052631578,0.03125,0.016666666,0.15,0,1,2,10
2018,201805,0,0,0,16,5.806451613,3.379310345,14,8.288888889,2.838709677,0.064516129,0.022222222,0,0.116666666,0,0,2,9
2018,201805,0,0,0,31,10.02631579,3.125,1,6.305555556,3.806451613,0.052631578,0.055555556,0.037037037,0.148148148,1,1,2,10
2018,201805,0,0,0,12,4.035714286,4,8,3.619047619,3.348837209,0.035714285,0.047619048,0.056603773,0.094339622,0,2,1,12
2018,201805,0,1,0,10,6.333333333,3.153846154,20,11.67857143,2.548387097,0.027777777,0,0.020408163,0.142857142,0,1,1,3
2018,201805,1,0,0,33,9.242424242,5.166666667,8,7.304347826,5.9375,0.06060606,0,0.031746031,0.111111111,1,0,2,5
2018,201805,1,0,0,23,7.763157895,3.347826087,3,6.710526316,4.764705882,0,0,0.032786885,0.06557377,1,1,0,16
2018,201805,0,1,0,19,5.071428571,2.166666667,31,10.80645161,3.0625,0.023809523,0,0.016666666,0.1,0,1,1,5
2018,201805,1,0,1,38,7.75,4.217391304,0,5.75,4,0.045454545,0.033333333,0,0.104477611,1,0,2,3
2018,201805,1,0,1,41,8.620689655,4.517241379,0,4.294117647,3.263157895,0.034482758,0,0.017241379,0.120689655,1,0,1,6
2018,201805,1,0,1,12,5.541666667,4,38,4.915254237,4.64,0.020833333,0.016949153,0.013157894,0.131578947,0,0,1,5
2018,201805,1,0,1,34,7.826086957,8.5,9,5.654545455,5.411764706,0.04347826,0.018181818,0.016393442,0.06557377,1,1,1,6
2018,201805,1,0,1,31,5.413793103,3.357142857,13,7.214285714,4.9,0,0,0,0.140350877,0,0,0,3
2018,201805,1,0,1,30,7.256410256,4.2,15,5.636363636,5.941176471,0.051282051,0.060606061,0,0.159420289,0,0,2,16
2018,201805,1,0,1,27,6.5625,3.961538462,19,4.026315789,5.818181818,0.03125,0.052631579,0,0.103448275,1,0,1,20
2018,201805,1,1,1,19,8.288888889,2.838709677,1,5.806451613,3.379310345,0.022222222,0.064516129,0.026315789,0.065789473,1,1,1,12
2018,201805,1,1,1,33,6.305555556,3.806451613,5,10.02631579,3.125,0.055555555,0.052631579,0.014925373,0.059701492,0,0,2,19
2018,201805,1,1,1,13,3.619047619,3.348837209,3,4.035714286,4,0.047619047,0.035714286,0,0.0625,1,0,1,6
2018,201805,1,0,1,26,11.67857143,2.548387097,6,6.333333333,3.153846154,0,0.027777778,0,0.152542372,1,0,0,5
2018,201805,0,1,1,18,4.327586207,4.323529412,49,6.076923077,2.434782609,0.034482758,0,0.04347826,0.097826086,1,3,2,-3
2018,201805,0,1,1,31,7.304347826,5.9375,15,9.242424242,5.166666667,0,0.060606061,0,0.127272727,0,0,0,3
2018,201805,0,1,1,21,6.710526316,4.764705882,28,7.763157895,3.347826087,0,0,0.036363636,0.145454545,0,2,0,7
2018,201805,1,0,1,43,10.80645161,3.0625,14,5.071428571,2.166666667,0,0.023809524,0.031746031,0.063492063,1,1,0,1
2018,201805,1,0,0,28,6.076923077,2.434782609,6,4.327586207,4.323529412,0,0.034482759,0.020408163,0.102040816,0,0,0,7
